,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Ponta Delgada,37.7333,-25.6667,58.84,83,87,20.76,PT,1613638800
293,Sechura,-5.5569,-80.8222,74.52,74,6,7.54,PE,1613638800
294,Mosetse,-20.75,26.65,81.19,62,50,3.22,BW,1613638800
295,Egvekinot,66.3167,-179.1667,-13.67,72,12,3.04,RU,1613638800
296,Gamboma,-1.8764,15.8644,83.82,69,98,4.72,CG,1613638800
297,Talnakh,69.4865,88.3972,-20.2,98,100,0.83,RU,1613638800
298,Ostrovnoy,68.0531,39.5131,11.8,92,99,20.51,RU,1613638800
299,Presque Isle,46.6811,-68.0159,1.65,88,13,7.09,US,1613638800
300,Bilma,18.6853,12.9164,59.72,39,0,3.98,NE,1613638800
301,Eureka,40.8021,-124.1637,44.6,78,72,5.39,US,1613638800
302,Aitape,-3.1374,142.3475,83.39,75,25,4.09,PG,1613638800
303,Porto de Moz,-1.7483,-52.2383,72.82,92,94,4.09,BR,1613638800
304,Fortuna,40.5982,-124.1573,43.45,83,21,5.1,US,1613638800
305,Maniitsoq,65.4167,-52.9,5.43,84,16,5.21,GL,1613638800
306,Ormond Beach,29.2858,-81.0559,68.36,92,29,10.31,US,1613638800
307,Moose Factory,51.2585,-80.6094,-3.86,87,43,5.14,CA,1613638800
308,Lobatse,-25.2167,25.6667,85.64,43,0,2.59,BW,1613638800
309,Taft,31.7471,54.2088,70.72,32,81,20.09,IR,1613638800
310,Japura,-0.3167,102.35,87.33,55,79,4.36,ID,1613638800
311,Port Hedland,-20.3167,118.5667,87.87,67,8,13.44,AU,1613638800
312,Csány,47.6483,19.8297,39.72,74,0,0.89,HU,1613638800
313,Coahuayana Viejo,18.7333,-103.6833,61.54,90,14,3.85,MX,1613638800
314,Faanui,-16.4833,-151.75,81.7,74,62,14.07,PF,1613638800
315,Annau,37.8876,58.516,55.49,65,95,12.3,TM,1613638800
316,Merauke,-8.4667,140.3333,85.98,73,79,8.68,ID,1613638800
317,Vostok,46.4856,135.8833,8.33,95,99,3.27,RU,1613638800
318,Yumen,40.2833,97.2,49.3,16,0,24.09,CN,1613638800
319,Son Tay,21.1378,105.505,72.48,52,34,4.36,VN,1613638800
320,Makat,47.6469,53.3463,17.6,86,98,20.07,KZ,1613638800
321,Warrington,53.3925,-2.5802,44.11,81,87,11.95,GB,1613638800
322,Minuri,16.535,121.8574,67.84,90,93,8.46,PH,1613638800
323,Carutapera,-1.195,-46.02,74.41,93,100,2.71,BR,1613638800
324,Muhafazat Lahij,13.1667,44.5833,79.97,53,6,6.91,YE,1613638800
325,Lamu,-2.2717,40.902,83.53,65,52,9.62,KE,1613638800
326,Kodinsk,58.6881,99.1844,4.62,89,100,9.62,RU,1613638800
327,Mitsamiouli,-11.3847,43.2844,83.68,76,77,8.32,KM,1613638800
328,Rexburg,43.826,-111.7897,13.87,94,92,1.81,US,1613638800
329,Honiton,50.7996,-3.189,42.75,86,100,9.57,GB,1613638800
330,Divinópolis,-20.1389,-44.8839,67.59,96,94,3.4,BR,1613638800
331,Mkushi,-13.6202,29.3939,76.28,83,100,7.07,ZM,1613638800
332,Sofrino,56.15,37.9667,3.06,85,59,5.75,RU,1613638800
333,Pacific Grove,36.6177,-121.9166,49.69,56,1,7.65,US,1613638800
334,Havre-St-Pierre,50.2334,-63.5986,5.54,80,1,14.2,CA,1613638800
335,Storforshei,66.4043,14.5233,12.42,82,68,3.4,NO,1613638800
336,Rome,43.2128,-75.4557,14.11,82,87,2.28,US,1613638800
337,Pangnirtung,66.1451,-65.7125,-13.74,99,98,3.76,CA,1613638800
338,Mayor Pablo Lagerenza,-19.9309,-60.7718,69.78,60,5,1.34,PY,1613638800
339,Beidao,34.5686,105.8933,56.75,19,0,4.7,CN,1613638800
340,Oruro,-17.9833,-67.15,46.42,64,87,3.11,BO,1613638800
341,Bonthe,7.5264,-12.505,77.97,84,100,3.65,SL,1613638800
342,Tambilil,5.9622,124.6697,84.27,69,87,6.2,PH,1613638800
343,Kristiansund,63.1115,7.732,36.05,66,20,17.09,NO,1613638800
344,Freeport,40.6576,-73.5832,28.72,63,48,8.63,US,1613638800
345,Khonsa,27.0167,95.5667,74.62,38,43,1.92,IN,1613638800
346,Yarkovo,57.4028,67.0786,-0.15,87,88,3.31,RU,1613638800
347,Sørland,67.667,12.6934,33.1,69,86,8.48,NO,1613638800
348,Kysyl-Syr,63.8986,122.7617,-17.01,95,100,6.13,RU,1613638800
349,St. George's,12.0564,-61.7485,76.57,77,2,16.11,GD,1613638800
350,Hasaki,35.7333,140.8333,44.26,40,80,7.25,JP,1613638800
351,Requena,39.4883,-1.1004,54.88,67,86,1.1,ES,1613638800
352,Nevel'sk,46.6733,141.8633,22.71,87,87,21.85,RU,1613638800
353,Athabasca,54.7169,-113.2854,-0.06,89,14,1.97,CA,1613638800
354,Nam Som,17.7704,102.1895,86.34,32,20,8.79,TH,1613638800
355,La Ronge,55.1001,-105.2842,-11.02,92,23,3.65,CA,1613638800
356,Nemuro,43.3236,145.575,28.38,79,78,17.0,JP,1613638800
357,Suez,29.9737,32.5263,57.34,52,32,17.47,EG,1613638800
358,Puerto Madryn,-42.7692,-65.0385,65.12,60,0,7.0,AR,1613638800
359,Caravelas,-17.7125,-39.2481,76.57,85,100,4.97,BR,1613638800
360,Río Gallegos,-51.6226,-69.2181,47.46,70,66,26.19,AR,1613638800
361,Ulladulla,-35.35,150.4667,67.15,91,62,6.91,AU,1613638800
362,Yārāda,17.65,83.2667,83.44,54,31,10.85,IN,1613638800
363,Maracás,-13.4411,-40.4308,64.47,100,100,3.94,BR,1613638800
364,Kita,13.0349,-9.4895,83.7,42,54,3.24,ML,1613638800
365,Tākestān,36.0696,49.6959,46.47,74,95,11.41,IR,1613638800
366,Severo-Kuril'sk,50.6789,156.125,29.23,91,85,14.03,RU,1613638800
367,Kappeln,54.6612,9.9313,41.05,94,100,12.12,DE,1613638800
368,Nyurba,63.2842,118.3319,-15.03,96,100,3.94,RU,1613638800
369,Khorixas,-20.3667,14.9667,84.31,28,3,1.59,NA,1613638800
370,Salihli,38.4826,28.1477,40.44,55,63,3.62,TR,1613638800
371,Caucaia,-3.7361,-38.6531,79.47,81,69,4.63,BR,1613638800
372,Aklavik,68.2191,-135.0107,-18.74,86,100,6.62,CA,1613638800
373,Hvolsvollur,63.7533,-20.2243,34.9,91,86,1.99,IS,1613638800
374,Caarapó,-22.6342,-54.8222,63.63,87,0,4.97,BR,1613638800
375,Kiryat Gat,31.61,34.7642,51.8,86,92,12.86,IL,1613638800
376,Pachperwa,27.5167,82.65,83.52,25,0,6.73,IN,1613638800
377,Auki,-8.7676,160.7034,82.0,81,100,2.89,SB,1613638800
378,Tigil',57.8,158.6667,19.51,75,27,13.2,RU,1613638800
379,Barstow,34.8986,-117.0228,45.75,35,1,9.46,US,1613638800
380,Melbu,68.5044,14.8297,28.08,59,49,4.23,NO,1613638800
381,Tilichiki,60.4667,166.1,-7.19,91,7,9.28,RU,1613638800
382,Slave Lake,55.2834,-114.769,5.18,89,4,1.25,CA,1613638800
383,Ellensburg,46.9965,-120.5479,28.9,82,58,1.36,US,1613638800
384,Makakilo City,21.3469,-158.0858,72.14,75,49,10.71,US,1613638800
385,Inhambane,-23.865,35.3833,81.81,84,87,22.06,MZ,1613638800
386,Mahon,39.8885,4.2658,57.45,81,60,12.62,ES,1613638800
387,Nakskov,54.8373,11.1284,37.96,95,100,13.04,DK,1613638800
388,Lorengau,-2.0226,147.2712,84.47,76,100,9.46,PG,1613638800
389,Plavsk,53.7094,37.2919,5.83,94,98,7.78,RU,1613638800
390,Buluang,13.3068,123.3425,80.89,62,84,9.62,PH,1613638800
391,São José da Coroa Grande,-8.8978,-35.1478,76.93,81,85,6.82,BR,1613638800
392,Taltal,-25.4,-70.4833,63.05,76,1,3.22,CL,1613638800
393,Juegang,32.3174,121.1855,43.88,47,0,6.64,CN,1613638800
394,Kshenskiy,51.8408,37.7136,8.46,94,74,3.11,RU,1613638800
395,Sipe Sipe,-17.45,-66.3833,53.51,86,83,1.77,BO,1613638800
396,Kanigoro,-8.13,112.219,83.35,77,45,6.4,ID,1613638800
397,Brae,60.3964,-1.353,45.99,93,87,22.59,GB,1613638800
398,Toba Tek Singh,30.9743,72.4827,88.59,13,0,2.66,PK,1613638800
399,Molagavita,6.6732,-72.8087,55.47,91,76,1.59,CO,1613638800
400,Shenjiamen,29.9576,122.298,43.88,45,0,15.86,CN,1613638800
401,Anadyr,64.75,177.4833,-20.22,77,20,4.99,RU,1613638800
402,Jieshi,22.8134,115.8257,66.15,62,0,20.94,CN,1613638800
403,Pinheiro,-2.5214,-45.0825,72.93,97,100,1.68,BR,1613638800
404,Lüderitz,-26.6481,15.1594,73.69,62,0,17.0,NA,1613638800
405,Ixtapa,20.7,-105.2,67.3,80,86,1.25,MX,1613638800
406,Sicamous,50.8331,-118.9856,15.51,83,20,4.07,CA,1613638800
407,Sabha,27.0377,14.4283,56.71,37,19,5.44,LY,1613638800
408,West Richland,46.3043,-119.3614,28.42,98,75,1.16,US,1613638800
409,Mossamedes,-15.1961,12.1522,78.17,67,64,9.17,AO,1613638800
410,Stornoway,58.2093,-6.3865,42.13,93,87,16.58,GB,1613638800
411,Omboué,-1.5746,9.2618,78.58,85,100,4.68,GA,1613638800
412,Xai-Xai,-25.0519,33.6442,83.03,82,94,20.33,MZ,1613638800
413,Qaqortoq,60.7167,-46.0333,13.64,58,53,5.32,GL,1613638800
414,Necochea,-38.5473,-58.7368,59.31,96,9,6.67,AR,1613638800
415,Verkhnyaya Inta,65.9811,60.3094,-8.97,95,96,12.24,RU,1613638800
416,Polonnaruwa,7.9333,81.0,86.04,60,80,8.34,LK,1613638800
417,Richards Bay,-28.783,32.0377,84.54,66,4,5.06,ZA,1613638800
418,Viedma,-40.8135,-62.9967,66.06,64,0,10.29,AR,1613638800
419,Kalabo,-14.97,22.6814,74.19,85,96,5.53,ZM,1613638800
420,Neiafu,-18.65,-173.9833,82.02,71,71,10.74,TO,1613638800
421,Pokhara,28.2333,83.9833,74.55,23,1,2.28,NP,1613638800
422,Remedios,22.4947,-79.5458,71.96,89,40,7.65,CU,1613638800
423,Mandan,46.8267,-100.8896,6.46,92,79,6.06,US,1613638800
424,Flinders,-34.5833,150.8552,69.01,86,34,7.29,AU,1613638800
425,Nhulunbuy,-12.2333,136.7667,83.64,80,100,13.91,AU,1613638800
426,Terrace,54.5163,-128.6035,27.14,89,87,2.17,CA,1613638800
427,Benguela,-12.5763,13.4055,82.63,71,38,6.6,AO,1613638800
428,Puerto Escondido,15.85,-97.0667,71.33,72,0,7.85,MX,1613638800
429,Paracatu,-17.2222,-46.8747,68.0,98,94,1.28,BR,1613638800
430,Saint Anthony,45.0205,-93.218,5.29,83,95,2.19,US,1613638800
431,Kirakira,-10.4544,161.9205,83.5,82,99,5.84,SB,1613638800
432,Karaton,-6.3424,106.1045,84.04,81,64,4.45,ID,1613638800
433,Weymouth,42.2209,-70.9398,24.21,68,95,4.92,US,1613638800
434,Kumul,42.8,93.45,52.05,39,0,7.29,CN,1613638800
435,Udachny,66.4167,112.4,-23.1,82,99,4.94,RU,1613638800
436,Ahipara,-35.1667,173.1667,64.87,71,27,9.35,NZ,1613638800
437,Shirokiy,49.758,129.523,12.02,94,74,7.74,RU,1613638800
438,Berlevåg,70.8578,29.0864,24.55,77,42,20.58,NO,1613638800
439,Fort Nelson,58.8053,-122.7002,10.49,85,43,1.63,CA,1613638800
440,Koutsouras,35.0339,25.9469,55.53,51,3,3.11,GR,1613638800
441,Ust-Tsilma,65.441,52.1498,-2.36,87,100,7.31,RU,1613638800
442,Outram,1.2829,103.8379,85.98,53,86,16.24,MY,1613638800
443,Chapais,49.7834,-74.8492,-5.78,89,47,4.16,CA,1613638800
444,Micco,27.8806,-80.5003,70.52,95,17,9.69,US,1613638800
445,Shitanjing,39.2342,106.3439,45.01,24,0,20.92,CN,1613638800
446,Diamantina,-18.2494,-43.6003,63.55,98,100,6.08,BR,1613638800
447,Coyhaique,-45.5752,-72.0662,51.03,89,95,4.21,CL,1613638800
448,Khartoum,15.5518,32.5324,67.5,19,38,22.3,SD,1613638800
449,San Luis,-33.295,-66.3356,70.38,54,40,13.69,AR,1613638800
450,Asău,46.4333,26.4,35.51,70,95,0.72,RO,1613638800
451,Belozërskoye,55.8214,65.5842,5.18,89,100,8.14,RU,1613638800
452,Passo Fundo,-28.2628,-52.4067,53.49,88,0,3.76,BR,1613638800
453,City of San Pedro,14.35,121.0167,81.16,60,80,15.03,PH,1613638800
454,Rocha,-34.4833,-54.3333,65.23,96,48,6.06,UY,1613638800
455,Rosetta,31.4044,30.4164,56.95,56,64,19.57,EG,1613638800
456,Safaga,26.7292,33.9365,60.06,34,0,12.59,EG,1613638800
457,Disna,55.568,28.1971,3.87,91,21,4.36,BY,1613638800
458,Hornepayne,49.2138,-84.7705,-2.51,89,1,3.78,CA,1613638800
459,Choma,-16.8065,26.9531,73.11,82,91,8.75,ZM,1613638800
460,Kutum,14.2,24.6667,61.18,20,6,18.1,SD,1613638800
461,Talakan,50.3167,130.3667,9.77,90,69,4.36,RU,1613638800
462,Kadipaten,-8.1357,113.2158,84.33,70,58,2.3,ID,1613638800
463,Tonj,7.2737,28.6822,83.84,15,72,7.61,SS,1613638800
464,Provincia di Campobasso,41.6333,14.5833,47.55,84,1,1.92,IT,1613638800
465,Half Moon Bay,37.4636,-122.4286,49.91,65,1,3.83,US,1613638800
466,Srednekolymsk,67.45,153.6833,-29.61,99,42,0.25,RU,1613638800
467,Kampot,10.6167,104.1833,85.75,49,10,5.75,KH,1613638800
468,Dingle,10.9995,122.6711,80.1,72,90,10.2,PH,1613638800
469,Ternate,0.8,127.4,82.72,74,83,13.44,ID,1613638800
470,Suba,10.8438,121.0102,80.38,72,21,29.21,PH,1613638800
471,Adrar,20.5022,-10.0711,72.43,24,100,5.1,MR,1613638800
472,Pemangkat,1.1667,108.9667,81.54,75,64,15.37,ID,1613638800
473,Chitral,35.8462,71.7858,52.83,37,0,4.23,PK,1613638800
474,Skawina,49.9752,19.8287,36.1,98,95,5.08,PL,1613638800
475,Ngaoundéré,7.3167,13.5833,71.26,31,42,7.67,CM,1613638800
476,Mazatlán,23.2167,-106.4167,63.28,86,40,4.81,MX,1613638800
477,Isabela,6.7085,121.9711,86.25,61,67,5.17,PH,1613638800
478,Pangai,-19.8,-174.35,81.82,73,72,7.56,TO,1613638800
479,Junnar,19.2,73.8833,85.57,28,33,7.67,IN,1613638800
480,Laas,46.6166,10.7002,45.14,62,5,1.7,IT,1613638800
481,Sistranda,63.7256,8.834,32.97,65,3,18.99,NO,1613638800
482,Henties Bay,-22.116,14.2845,66.65,83,0,7.92,NA,1613638800
483,Coquimbo,-29.9533,-71.3436,58.32,79,5,0.85,CL,1613638800
484,Xining,36.6167,101.7667,44.15,12,0,7.27,CN,1613638800
485,Viana,-20.3903,-40.4961,74.43,85,49,4.32,BR,1613638800
486,Natal,-5.795,-35.2094,77.85,85,69,5.35,BR,1613638800
487,Quang Ngai,15.1167,108.8,74.71,75,24,11.74,VN,1613638800
488,Trelew,-43.249,-65.3051,62.11,50,0,6.6,AR,1613638800
489,Noshiro,40.2039,140.0242,33.42,88,87,17.31,JP,1613638800
490,Vostochnyy,55.8167,37.8667,3.69,86,55,5.7,RU,1613638800
491,Sayyan,15.1718,44.3244,68.34,24,0,5.46,YE,1613638800
492,Atasū,48.6814,71.6433,36.66,83,100,13.89,KZ,1613638800
493,Contamana,-7.3333,-75.0167,75.09,89,96,2.71,PE,1613638800
494,Touros,-5.1989,-35.4608,77.99,83,69,7.29,BR,1613638800
495,Kharhiāl,20.2833,82.7667,90.36,26,5,4.47,IN,1613638800
496,Nkhata Bay,-11.6066,34.2907,82.45,71,100,5.73,MW,1613638800
497,Marevo,57.3146,32.0804,2.41,90,60,3.56,RU,1613638800
498,Amet,25.3,73.9333,81.72,9,0,3.76,IN,1613638800
499,Ibrā’,22.6906,58.5334,85.37,9,2,6.51,OM,1613638800
500,Huarmey,-10.0681,-78.1522,70.97,78,58,2.57,PE,1613638800
501,Kaitangata,-46.2817,169.8464,55.44,87,73,1.7,NZ,1613638800
502,Aswān,24.0934,32.907,58.96,36,0,14.74,EG,1613638800
503,West Helena,34.5507,-90.6418,23.22,94,95,10.51,US,1613638800
504,Artyom,40.4723,50.333,34.48,76,95,24.85,AZ,1613638800
505,Bandarbeyla,9.4942,50.8122,78.98,58,83,10.78,SO,1613638800
506,La Santisima Trinidad,-14.8333,-64.9,71.44,98,99,1.77,BO,1613638800
507,Liuhe,42.2401,125.7172,16.75,70,2,3.96,CN,1613638800
508,Mitú,1.1983,-70.1733,71.17,94,100,2.62,CO,1613638800
509,Kalmar,56.6616,16.3616,30.22,88,92,10.92,SE,1613638800
510,Concordia,-31.393,-58.0209,62.8,80,0,3.69,AR,1613638800
511,Thaba-Tseka,-29.522,28.6084,69.78,43,0,5.77,LS,1613638800
512,Ayr,55.4627,-4.6339,40.12,90,87,21.34,GB,1613638800
513,Quatre Cocos,-20.2078,57.7625,87.8,63,21,4.83,MU,1613638800
514,Constitución,-35.3333,-72.4167,52.11,82,0,3.96,CL,1613638800
515,Poronaysk,49.2167,143.1167,17.42,79,26,13.51,RU,1613638800
516,Yerofey Pavlovich,53.9667,121.9667,8.67,79,62,4.21,RU,1613638800
517,Bjørnevatn,69.6672,29.9847,12.61,85,53,5.99,NO,1613638800
518,Saint-Joseph,-21.3667,55.6167,81.88,72,18,2.44,RE,1613638800
519,Camrose,53.0168,-112.8353,5.83,81,5,7.31,CA,1613638800
520,Vila Velha,-20.3297,-40.2925,76.59,81,49,12.44,BR,1613638800
521,Altay,47.8667,88.1167,33.84,82,33,2.51,CN,1613638800
522,Alta Floresta,-9.8756,-56.0861,69.04,99,100,1.97,BR,1613638800
523,Pitimbu,-7.4706,-34.8086,78.26,87,59,5.99,BR,1613638800
524,Lac du Bonnet,50.2536,-96.0612,-7.11,95,81,3.67,CA,1613638800
525,Sapa,5.1544,120.3241,82.72,76,98,19.28,PH,1613638800
526,Sisimiut,66.9395,-53.6735,-0.11,83,0,7.87,GL,1613638800
527,Garden City,42.3256,-83.331,13.37,79,95,5.48,US,1613638800
528,Aksu,41.1231,80.2644,54.1,39,0,4.5,CN,1613638800
529,Gizo Government Station,-8.103,156.8419,80.53,82,100,5.06,SB,1613638800
530,Örnsköldsvik,63.2909,18.7153,21.63,94,87,10.33,SE,1613638800
531,Olafsvik,64.8945,-23.7142,37.47,84,99,16.15,IS,1613638800
532,Pomorie,42.5588,27.6439,37.2,86,87,14.12,BG,1613638800
533,Narsaq,60.9167,-46.05,13.5,56,65,5.97,GL,1613638800
534,Tieli,46.95,128.05,11.26,89,80,7.63,CN,1613638800
535,Margate,51.3813,1.3862,47.03,82,96,22.7,GB,1613638800
536,Okhotsk,59.3833,143.3,3.09,82,81,11.03,RU,1613638800
537,Brynmawr,51.8,-3.1833,39.88,85,100,11.86,GB,1613638800
538,Dalby,-27.1833,151.2667,72.95,69,32,17.09,AU,1613638800
539,Vredendal,-31.6683,18.5012,75.43,57,10,13.18,ZA,1613638800
540,Zemio,5.0314,25.1361,80.42,44,94,4.29,CF,1613638800
541,Maragogi,-9.0122,-35.2225,76.6,82,87,6.29,BR,1613638800
542,Uíge,-7.6087,15.0613,78.22,81,61,2.93,AO,1613638800
543,Ust'ye,59.6304,39.736,-6.52,95,68,4.32,RU,1613638800
544,Linhai,28.85,121.1167,52.0,41,0,5.53,CN,1613638800
545,Mogadishu,2.0371,45.3438,82.9,63,48,15.39,SO,1613638800
546,Lizzano,40.391,17.4476,53.55,72,2,10.27,IT,1613638800
547,Padang,-0.9492,100.3543,85.75,64,30,3.22,ID,1613638800
548,Shubarkuduk,49.1447,56.4872,13.75,95,100,14.83,KZ,1613638800
549,Laguna,38.421,-121.4238,44.1,57,1,3.96,US,1613638800
550,Avera,33.194,-82.5271,45.27,94,95,6.6,US,1613638800
551,Husavik,66.0449,-17.3389,28.58,96,45,7.11,IS,1613638800
552,Letlhakane,-21.4167,25.5833,85.17,53,36,4.05,BW,1613638800
553,Amahai,-3.3333,128.9167,84.88,77,95,3.89,ID,1613638800
554,Zhezkazgan,47.8043,67.7144,36.99,82,49,15.79,KZ,1613638800
555,Schruns,47.0709,9.9475,40.1,84,78,5.41,AT,1613638800
556,Bamora,24.0552,78.0909,85.01,15,0,5.73,IN,1613638800
557,Forio,40.7342,13.8646,52.02,65,5,4.09,IT,1613638800
558,Kayerkan,69.3497,87.7602,-21.14,95,100,4.34,RU,1613638800
559,Liusha,27.2098,108.59,57.94,46,54,3.85,CN,1613638800
560,Whyalla,-33.0333,137.5833,92.25,26,0,9.98,AU,1613638800
561,Constantine,36.365,6.6147,56.93,50,43,5.79,DZ,1613638800
562,Jiuquan,39.7432,98.5174,51.3,16,0,7.54,CN,1613638800
563,Susanville,40.4163,-120.653,24.78,83,2,0.45,US,1613638800
564,Plouzané,48.3833,-4.6167,47.82,81,83,16.17,FR,1613638800
565,Verkhnevilyuysk,63.4453,120.3167,-15.48,88,100,4.52,RU,1613638800
566,Tiarei,-17.5333,-149.3333,81.23,75,80,13.27,PF,1613638800
567,Kaeo,-35.1,173.7833,62.89,76,71,9.75,NZ,1613638800
568,Anūpgarh,29.1911,73.2086,85.64,13,0,3.06,IN,1613638800
569,Tambacounda,13.7539,-13.7586,83.07,20,86,4.81,SN,1613638800
570,Odienné,9.51,-7.5692,82.17,66,76,3.24,CI,1613638800
571,Guasdualito,7.2424,-70.7324,73.4,67,42,3.27,VE,1613638800
572,Taunton,51.0211,-3.1047,43.47,87,100,9.19,GB,1613638800
573,Voznesen'ye,61.0106,35.4781,-4.41,91,87,10.51,RU,1613638800
574,Portalegre,39.2938,-7.4312,50.13,91,94,4.88,PT,1613638800
575,Batemans Bay,-35.7167,150.1833,66.61,87,48,4.63,AU,1613638800
576,Kaduy,59.2,37.15,-5.84,84,30,4.12,RU,1613638800
577,Kill,52.1761,-7.335,41.58,81,38,24.56,IE,1613638800
578,Port Lincoln,-34.7333,135.8667,83.55,40,0,16.28,AU,1613638800
579,Oodweyne,9.4092,45.064,82.54,44,61,1.92,SO,1613638800
580,Arrondissement de Saint-Denis,48.9167,2.3333,49.44,72,49,12.08,FR,1613638800
581,Kavaratti,10.5669,72.642,81.55,68,82,7.61,IN,1613638800
582,Beaufort,5.3473,115.7455,81.19,80,69,6.71,MY,1613638800
583,Yanam,16.7333,82.2167,85.51,50,10,8.81,IN,1613638800
584,Chimbote,-9.0853,-78.5783,69.94,82,18,3.09,PE,1613638800
585,Darasun,51.6667,114.0,28.17,69,69,7.16,RU,1613638800
586,Iaçu,-12.7672,-40.2117,72.0,96,100,1.57,BR,1613638800
587,Daru,-9.0763,143.2092,83.17,76,86,6.78,PG,1613638800
